,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
1484,"Taftville, Connecticut and the Industrial Revolution","A 125-year history of a Connecticut town fundamentally shaped by the New England textile industry. French Canadian community surrounding the Ponemah Cotton Mills on the Shetucket River in Taftville, Connecticut. Images of the mill and its workers, Taftville Catholic churches, schools, businesses, and residents in the early and middle twentieth century. A directory of 1941 Taftville streets and residents. The birth and transformation of French Canadian and Franco American culture in Taftville. From the author: ""This is a documentation of the lives and lifestyles of the French-Canadians who migrated to New England during the Industrial Revolution in the middle 1880s.""","Dugas, Rene L., Sr.",,Self-published,2001,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/51287773"">51287773</a>","Late 19th century and 20th century; Taftville, Connecticut",,,,,,,,,,,162,"Taftville, Connecticut",,,9780965228329,,,"Taftville, Connecticut and the Industrial Revolution @ Google Books",,,,,https://francolibrary.com/archive/files/c146b6e698ef30ddc610823c49ddced8.jpg,Acculturation and Assimilation;Art and Architecture;Business and Economics;Community: Customs and Social Life;Ethnicity and Collective Identity;Jewett City CT;Labor History;Language and Linguistics;Mills and Mill Work;New England;Nonfiction;Nonfiction -- History -- Economic and Industrial;Nonfiction -- History -- Local;Occum CT;Putnam CT;Religion;Shetucket River Valley;Sports and Leisure;Taftville CT
1485,Antoine ou la leÃ§on des choses,"Une histoire qui nous présente à Antoine le jeune et à ""des choses"" qu'il fait et qu'il rencontre au cours de sa journée. Les différentes façons dans lequel il décrit ces choses - ses rêves, l'océan, etc. Ecrite pour les enfants, afin de pratiquer la langue française. (Lire / Read)
(Télécharger / Download)","Pipyn, Michel",,National Materials Development Center,1976,"Heikens, Joanna",FranÃ§ais,,,,Book,"<a href=""http://www.worldcat.org/oclc/7294264"">7294264</a>",,,,,,,,,,,,,,,,,,,,,,,,https://francolibrary.com/archive/files/f4ae0486d43f377e3cbcf5eab4a909a9.jpg;https://francolibrary.com/archive/files/6ddc7085cfcf7572e98ab32b82f4f6b6.pdf,Children's Literature;Education;Language and Linguistics;Literary Works -- Children's Literature;NMDC;Youth
1486,L'amour de la culture franÃ§aise,"Article in recognition of Burlington, Vermont's 2011 French Friendship Day - a gathering together of local and international francophiles and francophones to celebrate the presence of French Canadian and Franco American culture in Vermont. Contains an historical overview of French Canadian emigrant community in Burlington and its environs. Mentions a number of activities and items historically common to French Canadian and Franco American life, as well as historical instances of persecution against Franco Americans in Vermont, and contemporary efforts - like the French Friendship Day - to maintain and share Franco culture.","Green, Susan",,,2011 April 3,,English,,,Online,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9390458"">9390458</a>;<a href=""http://www.worldcat.org/oclc/61313450"">661313450</a>",,,,,,,English,,,,,,"Burlington, Vermont",,0894-8844,,,Burlington Free Press,http://www.burlingtonfreepress.com/article/20110403/ARTS04/110331029/L-amour-de-la-culture-fran-aise-?odyssey=mod|newswell|text|FRONTPAGE|p,,,,,https://francolibrary.com/archive/files/f24c7dfd218b61e4c7536f8534f0f8c0.jpg,Acculturation and Assimilation;Barre VT;Burlington VT;Colchester VT;Community: Customs and Social Life;Death and Disaster;Emigration and Immigration;Ethnicity and Collective Identity;Family;Food;France;Government and Politics;Language and Linguistics;Leicester VT;Montpelier VT;Music;QuÃ©bec;Religion;Rutland VT;St. Albans VT;Stonecutting;Vergennes VT;Vermont;West Rutland VT;Winooski VT
1487,LePage's Franco-American heritage depicted in mural,Letter to the editor criticizing Maine governor Paul LePage for his order to remove a mural depicting Maine's labor history from the walls of the Maine Department of Labor. A reference to how Maine's and LePage's Franco American history is largely intertwined with the history of Maine labor. An attack on LePage with reference to distinctions of economic class.,"Dutram, Paul W.",,,2011 April 2,,English,,,Online,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>;<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>","2011, Maine",,,,,,,,,,,,"Augusta, Maine",,0745-2039,,,Kennebec Journal,http://www.kjonline.com/opinion/letters/lepages-franco-american-heritage-depicted-in-mural_2011-04-01.html,,,,,https://francolibrary.com/archive/files/1fc0e08ce83e7c30834484128e7136a3.gif,Ethnicity and Collective Identity;Government and Politics;Labor History;Maine;Personal History: Biography and Oral History
1488,Acadian Home Cooking : At Mom's Apron Strings,"Oral interview with the owner of CafeÌ de le Place in Madawaska, Maine. The role of food in his family life and historically in the lives of the Acadians of the St. John River Valley. Some descriptions of famous Acadian dishes. Recorded in the Story Bank mobile recording studio at the 2009 American Folk Festival in Bangor, Maine. Presented in video montage form: interview audio with pictures of the interviewee, his family, and his work.","Corbin, Michael;Rosenthal, Rob",,,2009 March 5,,English and franÃ§ais,,,,Audio Recording,,"2009, Bangor, Madawaska, Maine",,,,,,,,,,00:04:07,,"Bangor, Maine",,,,,,http://storybankmaine.org/2009/03/05/acadian-chef-michael-corbin/,,,,,https://francolibrary.com/archive/files/81338ba44ed326a2d957d7e7f799c9fb.jpg,Acadians;Bangor ME;Community: Customs and Social Life;Ethnicity and Collective Identity;Family;Food;Grand Isle ME;Madawaska ME;Personal History: Biography and Oral History;St. John River Valley
1489,Growing Up Franco In Lewiston,"Oral interview with a woman recalling her youth and family in Lewiston, Maine. Her memories of the pervasiveness of French language and culture in the first half of the twentieth century, and her thoughts on the decline of French language and community. Recollections of her family's Catholic piety. The ways in which French language and Franco American culture remain part of her adult life. Recorded in the Story Bank mobile recording studio at the 2009 American Folk Festival in Bangor, Maine.","Lothian, Mona",,,2009 November 12,"Rosenthal, Rob;Mundell, Kathleen;Lockhart, Jessica",English,,,Streaming Audio ,Audio Recording,,"20th century and 21st century, Bangor, Lewiston, Maine",,,,,,,,,,,,"Bangor, Maine",,,,,,http://storybankmaine.org/2009/11/12/growing-up-franco-in-lewiston/,,,,,https://francolibrary.com/archive/files/0c3fe9d6420a3a4fa32f3ac33f6da25e.jpg,Acculturation and Assimilation;Bangor ME;Community: Customs and Social Life;Education;Ethnicity and Collective Identity;Food;Language and Linguistics;Lewiston ME;Mills and Mill Work;Personal History: Biography and Oral History;Religion
1490,Teaching Franco-Americans of the Northeast,"An essay on including Franco Americans and Franco American literature in the rubric of French studies. How such inclusions impact this rubric historically, theoretically, and in terms of content.  How a recognition of ""la Francophonie"" outside of France complicates Francophone curricula and calls for a restructuring of the academic field. What studying Franco Americans in particular offers to scholarship in both French and American studies. Includes a brief, annotated bibliography of Franco American key texts.","Pinette, Susan ",,,2007,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/137573897"">137573897</a>","21st century, United States",,,,,,,,,,,,,,0016-111X,,6,The French Review,http://umaine.academia.edu/SusanPinette/Papers/77337/Teaching_Franco-Americans_of_the_Northeast  http://cat.inist.fr/?aModele=afficheN&cpsidt=18801403,80,,,,,Acadians;Education;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;Fiction and Literature;France;Language and Linguistics;Maine;New England;New Hampshire;Nonfiction;Nonfiction -- Education;QuÃ©bec;United States;Vermont
1491,French Canadians in Michigan,"Overview of the French Canadian presence in the Great Lakes Region - from the forests of the seventeenth century to the industrial landscapes of the nineteenth and twentieth. Migration waves and community developments in this region, particularly in Michigan, over hundreds of years. From Michigan State University Press: ""As the first European settlers in Michigan, the French Canadians left an indelible mark on the place names and early settlement patterns of the Great Lakes State. Because of its importance in the fur trade, many French Canadians migrated to Michigan, settling primarily along the Detroit- Illinois trade route, and throughout the fur trade avenues of the Straits of Mackinac. When the British conquered New France in 1763, most Europeans in Michigan were Francophones. John DuLong explores the history and influence of these early French Canadians, and traces, as well, the successive 19th- and 20th-century waves of industrial migration from Quebec, creating new communities outside the old fur trade routes of their ancestors.""","DuLong, John",,Michigan State University Press,2001,"Cousins, Linwood H.;Helweg, Arthur W.",en,,,,Book,"<a href=""http://www.worldcat.org/oclc/45830070"">45830070</a>",17th century - 20th century; Michigan,,,,,,,,,,,56,"East Lansing, Michigan",,,9780870135828,,,French Canadians in Michigan... @ Google Books,,,,,https://francolibrary.com/archive/files/5db26d9f405d72adebc0d841e0d47e7a.jpg,Bibliography;Canada;Community: Customs and Social Life;Detroit MI;East Lansing MI;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;Food;Forestry;Fur-trading;Great Lakes Region;Houghton County MI;Lake Linden MI;Language and Linguistics;Mackinac Island;Michigan;Monroe County (Mich.);MontrÃ©al QC;Native Americans;Nonfiction;Nonfiction -- French in North America;Ottawa ON;QuÃ©bec;River Raisin;Saginaw River Valley;United States;US Midwest
1492,Kerouac's forgettable Montreal road trip,"Article recognizing the brief hype surrounding the 50th anniversary of the publication of Jack Kerouac's most famous novel, ""On the Road."" Discusses a much less explored event in Kerouac's life when, in 1967, the author appeared on the Montreal talk show ""Sel de la Semaine."" The Montreal crowd's reaction to hearing Kerouac speaking in a ""rural and unlearned and folkloric"" French. Other characteristics of the Lowell, Massachusetts native that the author here argues may be due to Kerouac's QueÌbecois heritage.","Marchand, Philip ",,,2007 September 29,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/60656984"">60656984</a>;<a href=""http://www.worldcat.org/oclc/1767637"">1767637</a>","1967, Montreal",,,,,,,,,,,,"Toronto, Ontario",,0319-0781,,,The Toronto Star,http://www.thestar.com/columnists/article/261067,,,,,,Alcohol and Drugs;Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Lowell MA;MontrÃ©al QC;QuÃ©bec
1493,'American Ghosts' : Haunted House,"A review of ""American Ghosts"" - memoir from fiction writer and Providence, Rhode Island native, David Plante. The reviewer describes the book as ""a perfect example of the cockpit autobiography,"" leading the reader into the thoughts and images of a writer's life from the navigational standpoint.","Birkerts, Sven ",,,2005 January 16,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/1645522"">1645522</a>;<a href=""http://www.worldcat.org/oclc/1760220"">1760220</a>",,,,,,,,,,,,,"New York, New York",,0362-4331,,,The New York Times,http://www.nytimes.com/2005/01/16/books/review/16BIRKERT.html?fta=y&pagewanted=print&position=,,,,,,Criticism and Review;Fiction and Literature;Personal History: Biography and Oral History;Providence RI
1494,Ron Currie Jr. Interview,"Transcript of an interview with an author from Waterville, Maine, and an in-depth discussion of his 2007 novel-in-stories, ""God is Dead.""","Haritou, Dennis ",,,2008 May 27,,English,,,,Blog Post,,,,,,,,,,,,,,,,,,,,http://threeguysonebook.com/ron-currie-jr-interview,,,,,https://francolibrary.com/archive/files/5dee36697769f1eb3bd8dd3dcc2e4786.jpg,Criticism and Review;Fiction and Literature;Interview;Literary Works -- Other;Maine;Waterville ME
1495,Things I Learned While Writing,"Short essay by a writer from Waterville, Maine, in support of his recent novel, ""Everything Matters!"" The topic of this piece, reflected in its title, lends to the sharing of a few personal anecdotes that relate some of his experiences with family, miracles, and death, and what these things have revealed to him in writing.","Currie, Ron, Jr.",,,2010 July 26,,English,,,,Blog Post,"<a href=""http://www.worldcat.org/oclc/268958614"">268958614</a>",,,,,,,,,,,,,,,,,,,http://www.huffingtonpost.com/ron-currie-jr/things-i-learned-while-wr_b_659568.html,,,,,https://francolibrary.com/archive/files/087377d9442155603d0961b47d5d816f.jpg,Death and Disaster;Family;Fiction and Literature;Waterville ME
1496,Summer reading : Ron Currie Jr. on David Foster Wallace,"From the Los Angeles Times literature blog, ""Jacket Copy."" Transcript of a brief interview with a novelist from Waterville, Maine, centered around his one-time choice of a book for summer reading. Includes bits about Currie's youth, his father, Waterville, and his preferences as a reader and writer.","Kellogg, Carolyn ",,,2010 July 30,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/10379910"">10379910</a>",,,,,,,,,,,,,"Los Angeles, California",,0742-4817,,,Los Angeles Times,http://latimesblogs.latimes.com/jacketcopy/2010/07/summer-reading-ron-currie-on-david-foster-wallace.html,,,,,https://francolibrary.com/archive/files/453c7a7a01a289ee8bb5a4de0da82482.png,Criticism and Review;Family;Fiction and Literature;Maine;Waterville ME
