,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
116,"From Franco-American to American : The Case of Sainte-Famille, an Assimilating Parish of Lewiston, Maine","From the author: ""While many studies have focused on the migration, settlement, and community formation of French-Canadian immigrants in the United States, we know little about the history of their Franco-American descendants in the twentieth century. Through the vehicle of the parish study, we can explore the continuing struggle between survivance and assimilation. An examination of the Sainte-Famille parish in Lewiston, Maine, sheds light on the assimilation of Franco-Americans into U.S. society over the course of the twentieth century. In particular, it highlights the role of the parish in promoting assimilation.""","Richard, Mark Paul",Full text,,1998,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/207204381"">207204381</a>","1900s; Lewiston, Maine",,,,,,,,,,,,,,0018-2257,,,Histoire sociale/Social History,http://pi.library.yorku.ca/ojs/index.php/hssh/article/viewFile/4686/3880 (full text available here),61,,,,https://francolibrary.com/archive/files/14f01cd79e65fada2143ae9f58c3a79a.jpg,Acculturation and Assimilation;Demography;Ethnicity and Collective Identity;Government and Politics;Labor History;Language and Linguistics;Lewiston ME;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Religion;Religion;Social History
117,"""This is Not a Catholic Nation"" : The Ku Klux Klan Confronts Franco-Americans in Maine","From MIT Press Journals: ""During the 1920s, the Ku Klux Klan expanded to the northeastern United States, where it confronted Franco-American Catholics throughout Maine. In response, this ethnic population modeled an appropriate resistance to the KKK's unyielding message of Americanism and nativism, helping to precipitate the demise of this reactionary mass movement.""","Richard, Mark Paul",,,2009-06,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/362581627"">362581627</a>",1920s; Maine,,,,,,,,,,,,,,0028-4866,,#2,The New England Quarterly,http://www.mitpressjournals.org/doi/abs/10.1162/tneq.2009.82.2.285,82,,,,,Acculturation and Assimilation;Ethnicity and Collective Identity;Government and Politics;Lewiston ME;Maine;New England;Nonfiction;Nonfiction -- Government and Politics;Nonfiction -- History -- Labor and Social;Nonfiction -- History -- Religion;Religion;United States;Violence
118,"""Wednesday's Child"" : Excerpts","Some selections from Waterville, Maine, native Rhea CoÌ‚tÃ© Robbins's memoir, ""Wednesday's Child.""","Robbins, Rhea CoÌ‚tÃ©",,,2002-spr/sum,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60628349"">60628349</a>","1950-2000; Waterville, Maine",,,,,,,,,,,,,,,,,QuÃ©bec Studies,http://www.acqs.org/qc_studies_journal/table_of_contents.html,33,,,,,Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Personal History: Biography and Oral History;Waterville ME
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Unhoming Francophone Studies : A House in the Middle of the Current,"Professor Rosello writes on Francophone Studies ""as a discipline...that can be imagined as a type of unhomeliness,"" characterized by a variety of conversant cultural or political forms. She argues what Francophone studies is, fluidly - cultural studies, literary studies, border studies - compared to the solid ""hexagonal"" form from which it sprung in France.","Rosello, Mireille",,,2003,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1770272"">1770272</a>",1960-2000,,,,,,,,,,,,,,0044-0078,,#103,Yale French Studies,http://www.jstor.org/stable/3182540,,,,,,Algeria;Caribbean;Criticism and Review;Emigration and Immigration;Essay;Ethnicity and Collective Identity;Fiction and Literature;France;Language and Linguistics;Literary Works -- Criticism and History
121,Linguistic Change in Endangered Dialects : The Case of Alternation Between Avoir and ÃŠtre in Vermont French,"Linguistic study from the University of Vermont. From Cambridge University Press: ""The present study examines the pattern of the variation of the auxiliary avoir and Ãªtre in the passÃ© composÃ© tense in Vermont French in 22 adult speakers who migrated from QuÃ©bec or are first-generation Franco-Americans. The purpose of the study is to determine if the process of replacement of Ãªtre by avoir in progress in Canadian French is also taking place in Vermont and which linguistic and social constraints influence this linguistic change.""","Russo, Marijke;Roberts, Julie",,,1999-03,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/425182718"">425182718</a>",1990s; Vermont,,,,,,,,,,,,,,,,#1,Language Variation and Change,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=43359,11,,,,,Barre VT;Burlington VT;Education;Essex VT;Graniteville VT;Language and Linguistics;Middlesex VT;Montpelier VT;Newfoundland;Nonfiction;Nonfiction -- Language and Linguistics;South Burlington VT;Underhill VT;Vermont;Winooski VT
122,"Exploring the Dialect of the Franco-Americans of Manchester, New Hampshire","From the authors: ""This research focuses on... the French language's influence on Franco-American English in Manchester, a city in southern New Hampshire....The questions we explore include the following: Does the Franco-American community of Manchester have its own French-influenced dialect on English? What sociolinguistic factors influence this dialect? Do speakers with stronger cultural ties to the Franco-American community produce a more French-sounding English? Can immersion in Franco-American culture have an influence on speakers who are monolingual (in English)?""","Ryback-Soucy, Wendy;Nagy, Naomi",,,2000-09-01,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/41551927"">41551927</a>","2000; Manchester, New Hampshire",,,,,,,,,,,,,,1552-5457,,#3,Journal of English Linguistics,http://eng.sagepub.com/content/28/3/249.extract,28,,,,,Acculturation and Assimilation;Community: Customs and Social Life;Ethnicity and Collective Identity;Language and Linguistics;Manchester NH;Nonfiction;Nonfiction -- Language and Linguistics
123,Accentuating the Differences,"A preface to this issue of Yale French Studies that focuses upon the idea of ""writing in QuÃ©bec(ois)."" Sarkonak traces the North American transition from franÃ§ais, to Canayen, to French Canadian, to quÃ©bÃ©cois, and asks how language and writing in QuÃ©bec helps to rethink French Studies.","Sarkonak, Ralph",,,1983,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1770272"">1770272</a>","1600-Present, French Canada, QuÃ©bec",,,,,,,,,,,,,,0044-0078,,65,Yale French Studies,http://www.jstor.org/stable/2930035,,,,,,Canada;Criticism and Review;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;France;Government and Politics;Language and Linguistics;Literary Works -- Criticism and History;Ontario;QuÃ©bec
124,"A Brief Chronology of French Canada, 1534-1982","A timeline of important political and cultural events in the history of French Canada and QuÃ©bec up to 1982, introduced with a short reflection by the author.","Sarkonak, Ralph",,,1983,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/482388574"">482388574</a>",1534-1982; Canada,,,,,,,,,,,,,,0044-0078,,,Yale French Studies,http://www.jstor.org/stable/2930052,65,,,,https://francolibrary.com/archive/files/490368ec539ed5c2e4a46dea6ff16c3d.jpg,Canada;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;Fiction and Literature;Government and Politics;Nonfiction;Nonfiction -- Historiography;QuÃ©bec
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"The Politics of Default : Financial Restructure and Reform in Depression Era Fall River, Massachusetts",Brief essay on the Depression-era local economics of the highly industrialized and densely populated Massachusetts town of Fall River. Governmental maneuverings and business restructuring in response to the great 1930s economic downturn.,"Scherzer, Kenneth A.",,,1989 February,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/360758768"">360758768</a>","1929-1950; Fall River, Massachusetts",,,,,,,,,,,,,,0042-0980,,1,Urban Studies,http://usj.sagepub.com/content/26/1/164.citation,26,,,,https://francolibrary.com/archive/files/a850a77a15726f6cd079331ee6ffa3cd.jpg,Business and Economics;Fall River MA;Government and Politics;Labor History;Massachusetts;Mills and Mill Work;Nonfiction;Nonfiction -- Government and Politics;Nonfiction -- History -- Economic and Industrial
127,The French-Canadian Experience in New England and the Photographs of Ulrich Bourgeois,"An essay on how photographer Ulrich Bourgeois captured the French Canadian ways of living that persisted and developed individually in early 20th-century Franco America. How Bourgeois, knowingly or not, worked to preserve a period of Franco American history otherwise obscure and absent from much of the contemporary collective memory. Says Schwartzwald, Bourgeois' Massachusetts and New Hampshire photos ""reflect both the perceptions of those in the Franco-American community on their way to becoming owners of larger businesses and professionals, as well as Bourgeois' own experience of community as unity and homogeneity rather than as disparity and tension.""","Schwartzwald, Robert",,,1987 spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/482941102"">482941102</a>",1900s; New England,,,,,,,,,,,,,,0025-4878,,1,The Massachusetts Review,http://www.jstor.org/stable/25089842,28,,,,https://francolibrary.com/archive/files/8adf77319bc61670733c8dc4a0463eba.jpg,Acculturation and Assimilation;Art and Architecture;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Holyoke MA;Lowell MA;Manchester NH;Nonfiction -- History -- Labor and Social;Nonfiction -- History -- Pictorial;Photography;QuÃ©bec
128,"De ""Canadiens franÃ§ais aux Ã‰tats-Unis"" Ã  ""Franco-amÃ©ricains"" : What's in a name?","Un bref essai sur le dÃ¨but du titre ""Franco-amÃ©ricain"" aux Etats-Unis, et le dÃ©veloppement lÃ  d'un nouveau culture amÃ©ricain comme mode de vie sur un modÃ¨le des rÃ©alitÃ©s quÃ©bÃ©coises.","SenÃ©cal, Joseph-AndrÃ©",,,1992,,fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/629273530"">629273530</a>",1900s; Nouvelle-Angleterre,,,,,,,,,,,,,,1710-1158,,#2,Francophonies d'AmÃ©rique,http://www.crccf.uottawa.ca/francophonies_amerique/index.html,,,,,https://francolibrary.com/archive/files/2a3e90596458ce5906f263eed248fd2a.jpg,Acculturation and Assimilation;Burlington VT;Cohoes NY;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;New England;Nonfiction;Nonfiction -- Historiography;QuÃ©bec;Religion;Vermont;West Rutland VT
129,"""Nos ancÃ©tres les Gaulois"": Ethnicity and History
in Vermont","Essay on the topic of ethnicity, ethnic whiteness, and the ethnic heritages of Vermont. An exploration in historiography that asks the question, ""who are the 'real' Vermonters?"" and considers how we could ever know the answer.","SenÃ©cal, Joseph-AndrÃ©",,,2003 Winter/Spring,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1773222"">1773222</a>","20th-21st century, Vermont",,,,,,,,,,,,,,0042-4161,,#1 and #2,Vermont History: The Proceedings of the Vermont Historical Society,http://vermonthistory.org/journal/71/vt711_205.pdf (full text available here),71,,,,,Acculturation and Assimilation;Barre VT;Burlington VT;Canada;Ethnicity and Collective Identity;Nonfiction;Nonfiction -- Ethnic Studies;Pownal VT;St. Albans VT;Vermont
130,Some Specimens of a Canadian French Dialect Spoken in Maine,"A short explanation of notes taken on the linguistic properties of one Waterville and another Cornville, Maine, Franco-Americanâ€™s French language tendencies in the late nineteenth century.  Historical measure of the MLAâ€™s concern with Canadian French in America before the turn of the century, and an early dissection of local French by a linguist attracted to the structures and tones common to Central Maine French speech.","Sheldon, Edward S.",Full text (pp.210-218),,1888,,en; fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1247683"">1247683</a>",1880s; central Maine,,,,,,,,,,,,,,,,,Transactions and Proceedings of the Modern Language Association of America,Transactions and Proceedings of the Modern Language Association of America @ Google Books;http://www.jstor.org/stable/456024,3,,,,,Cornville ME;Ethnicity and Collective Identity;Language and Linguistics;Nonfiction;Nonfiction -- Language and Linguistics;Skowhegan ME;Waterville ME
131,"The Position of ""New"" Immigrants in the Fall River Textile Industry","Brief essay on the reciprocal impacts of immigration on the textile industry and labor organization in Fall River, Massachusetts, at the beginning of the 20th century. The birth of the immigrant textile labor force. Emphasis on French-Canadian immigration with respect to multiple other immigrant ethnic groups.","Silvia, Philip Thomas, Jr.",,,1976 summer,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/484990257"">484990257</a>","1900-1950; Fall River, Massachusetts",,,,,,,,,,,,,,0197-9183,,#2,International Migration Review,http://www.jstor.org/stable/2545131,10,,,,https://francolibrary.com/archive/files/3e9b80e24d0ca82aea23f0d1e9ce0a51.jpg,Business and Economics;Demography;Emigration and Immigration;Fall River MA;Labor History;Mills and Mill Work;New Bedford MA;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration
132,Through Roots and Routes : On the Road's Portrayal of an Outsider's Journey into the Meaning of America,"From Skinazi: ""This paper will show that, in 'On the Road,' Kerouac reflects on what it is to be a Franco-American manâ€”both American and not....Jack Kerouac believed that his French Canadian roots held the key to his knowledge, despite the fact that he became known as the 'principal avatar' of a generation of American youth. In his bestselling autobiographical novel, 'On the Road,' Kerouac splits his ethnic (French) and national (American) sides into two figures, Sal and Dean, to demonstrate the deficits and benefits of both parts of a hyphenated identity. Italian Sal sees himself as the eternal outsider, whereas Dean is America itself. Yet Sal uses his outsider qualities to connect with other outsiders whose 'roots' are beyond the limits of nationhood. And Dean, despite the seemingly endless freedom of his 'routes' across the country, is stuck in old tropes of Americanness that do not afford him new possibilities. Together, they create a vision of America that is full of its own grandeur, while refusing to be insular.","Skinazi, Karen E.H.",,,2009,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/630694433"">630694433</a>",,,,,,,,,,,,,,,0007-7720,,#1,Canadian Review of American Studies,http://www.utpjournals.com/cras/cras.html,39,,,,,Criticism and Review;Ethnicity and Collective Identity;Fiction and Literature;Literary Works -- Criticism and History;Lowell MA;Pawtucketville MA;Travel and Movement;United States
