title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
The County,"Short fiction piece told in the first person. A Maine Woods Guide converses with two hunters on a guided trip as they wait, in the guide's daughter's Aroostook County home, for the October fog to clear. Featured in a collection of Maine writings.","Tem, Melanie",,Down East Books,2008,,English,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/191898145"">191898145</a>","21st century, Aroostook County, Maine",,,,,,,,,,,,"Camden, Maine",,,9.78089E+12,,,"<div class=""element-text""><a href=""https://secure.downeast.com/books/maine/otherworldly-maine.html"">https://secure.downeast.com/books/maine/otherworldly-maine.html</a> <br/><br/> <a href=""http://books.google.com/books?id=Z4waAQAAMAAJ&amp;q=otherworldly+maine&amp;dq=otherworldly+maine&amp;hl=en&amp;ei=vqlfTorRGYuBsgLdkKAt&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CDAQ6AEwAA"">Otherworldly Maine @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/36a3269796fd1ee4379d555c53ab83fe.jpg,Acadians;Aroostook County ME;Bangor ME;Family;Folklore;Hunting;Language and Linguistics;Limestone ME;Literary Works -- Fiction;Literary Works -- Short fiction;Louisiana,Literary Works | Oeuvres littéraires
A Pocket Full of Change,"Book of poems from a Brunswick, Maine native and graduate of Rhode Island's' Barrington College.","Rhéaume, Lénore M.",,Curtisea Press,1987,,English and français,,,,Book,"<a href=""http://www.worldcat.org/oclc/16988372"">16988372</a>","20th century, New England",,,,,,English and français,,,,,22,"Brunswick, Maine",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=U2opHQAACAAJ&amp;dq=rheaume;+pocket&amp;hl=en&amp;ei=AbZCTvbbOqfz0gGy56GyCQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCoQ6AEwAA"">A Pocket Full of Change @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/2e4b1e6843e93a51ef006ae2b4ffc5c0.jpg,Brunswick ME;Literary Works -- Poetry;New England;Poetry,Literary Works | Oeuvres littéraires
"""No Safe Place to Run To"" : An Interview with Robert Cormier","Print of an interview with novelist and Leominster, Massachusetts, native, Robert Cormier, as conducted by a UCLA professor of literature. A discussion of Cormier's novels' literary themes, his resistance to the label ""Young Adult (YA)"" writer, his vocation as a storyteller, and the moralities that often show up in his stories.","Myers, Mitzi",,,2000 September,"Cormier, Robert",English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/31871270"">31871270</a>;<a href=""http://www.worldcat.org/oclc/3134351"">3134351</a>","21st century, United States",,,,,,,,,,,,,,"1080-6563 (online), 0147-2593 (print)",,3,The Lion and the Unicorn,"<div class=""element-text""><a href=""http://muse.jhu.edu/journals/lion_and_the_unicorn/summary/v024/24.3myers02.html"">http://muse.jhu.edu/journals/lion_and_the_unicorn/summary/v024/24.3myers02.html</a></div>",24,,,,,Criticism and Review;Fiction and Literature;Interview;Leominster MA;Literary Works -- Other;Violence;Youth,Literary Works | Oeuvres littéraires
Failed Faustians : Jack Kerouac and the Discourse of Delinquincy,"Essay considering the relationship of middle twentieth-century delinquency and poverty with the explorations of class and culture that take place in the literature of Jack Kerouac. How actors in the Beat Movement, especially Kerouac, interrogated dominant American class structures of the 1950s; how Kerouac's novels helped to define the cultural and geographic space where ""subsequent social thinkers would locate the poor"" (125). Discussion of ""anomic"" and ""psychopathological"" delinquencies of minority and overburdened youth. The peculiar space that Kerouac's characters inhabit between ""working-class roots and middle-class ambitions"" (132). Criticism on Kerouac's ""On the Road,"" ""Maggie Cassidy,"" ""Vanity of Duluoz,"" and ""Dr. Sax: Faust Part III."" Kerouac's vision of impoverishment seen as prefiguration of 1950s and 1980s American government social policy's model of the poor.","Schryer, Stephen",,,2011 Spring,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1645443"">1645443</a>;<a href=""http://www.worldcat.org/oclc/31871426"">31871426</a>","20th century, United States",,,,,,,,,,,,,,"1080-658X (online), 0026-7724 (print)",,1,Modern Fiction Studies (MFS),"<div class=""element-text""><a href=""http://muse.jhu.edu/journals/modern_fiction_studies/v057/57.1.schryer.html"">http://muse.jhu.edu/journals/modern_fiction_studies/v057/57.1.schryer.html</a></div>",57,,,,https://francolibrary.com/archive/files/0e137c7ef5128fc8695e6133a3d278e2.jpg,Acculturation and Assimilation;African Americans;Alcohol and Drugs;Algeria;Chicago IL;Criticism and Review;Denver CO;Emigration and Immigration;Ethnicity and Collective Identity;Family;Fiction and Literature;Gender and Sexuality;Irish Americans;Italian Americans;Literary Works -- Criticism and History;Lowell MA;Mexican Americans;New York NY;Pawtucketville MA;Social History;Violence;Youth,Literary Works | Oeuvres littéraires
"Writing Isolation and the Resistance to Assimilation as ""Imaginative Art"" : Willa Cather's Anti-Narrative in Shadows on the Rock","Essay on American author Willa Cather's critiques of journalism and realist writing as evidenced in her 1931 novel, ""Shadows on the Rock"" - a storied portrayal of historical French Canadian resistance to assimilation. How Cather portrays in her fictions the ways in which storytelling can help found and form a basis for community, to be contrasted with many of her characters' experiences of isolation or violence.","Driedger, Derek",,,2007,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/54663119"">54663119</a>","20th century, Québec, Canada, and United States",,,,,,,,,,,,,,1548-9248,,3,Journal of Narrative Theory,"<div class=""element-text""><a href=""http://muse.jhu.edu/journals/journal_of_narrative_theory/v037/37.3driedger.html"">http://muse.jhu.edu/journals/journal_of_narrative_theory/v037/37.3driedger.html</a></div>",37,,,,,Acculturation and Assimilation;Community: Customs and Social Life;Criticism and Review;Ethnicity and Collective Identity;Fiction and Literature;France;Literary Works -- Criticism and History;Native Americans;Québec;Religion;Violence,Literary Works | Oeuvres littéraires
Too Hot and Other Maine Stories,"Collection of Maine fiction by a Portland, Maine native. Features ""The State Meet,"" a story of a struggling student persuaded by his high school teacher and coach, Fr. Polaski, to join the cross country team. The team travels together by bus to participate in the state championship meet. Contains the following other titles:
Too Hot
Allergic
Two Widows
A Settlement of Wages
Squatter's Rights","Bonnie, Fred ",,Dog Ear Press,1987,,English,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/15221260"">15221260</a>",20th century; Maine,,,,,,,,,,,,"Brunswick, Maine",,,9.78094E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=NvOlGQAACAAJ&amp;dq=fred+bonnie;+too+hot&amp;hl=en&amp;ei=Aaw5Tp2AGqPY0QHg9vHDAw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCkQ6AEwAA"">Too Hot &amp; Other Maine Stories @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/0c1b7cc7810352edb3fde5f7378eb7d1.jpg,Bangor ME;Education;Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Literary Works -- Fiction;Literary Works -- Short fiction;Maine;Portland ME;Sports and Leisure;Youth,Literary Works | Oeuvres littéraires
Visiting Your Grave,"Short story featured in a collection of writings about mothers and motherhood. A man, the narrator, recalls caring for and conversing with his dying mother. Written by the Waterville, Maine author of ""God is Dead"" (2007) and ""Everything Matters!"" (2009).","Currie, Ron, Jr.",,Washington Square Press,2004,,English,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/54685384"">54685384</a>;<a href=""http://www.worldcat.org/oclc/607202903"">607202903</a>;<a href=""http://www.worldcat.org/oclc/607814761"">607814761</a>",,,,,,,,,,,,,"New York, New York",Washington Square Press,,9.78142E+12,,,"<div class=""element-text""><a href=""http://books.simonandschuster.com/Mother-Knows/Susan-Burmeister-Brown/9780743488785"">Mother Knows... @ Simon &amp; Schuster</a> <br/><br/> <a href=""http://books.google.com/books?id=xeTiqmOwd8UC&amp;source=gbs_navlinks_s"">Mother Knows... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/d6a12c93f996c9409ec66be871ebb975.jpg,Alcohol and Drugs;Death and Disaster;Family;Fiction and Literature;Illness;Language and Linguistics;Literary Works -- Fiction;Literary Works -- Short fiction,Literary Works | Oeuvres littéraires
Squatter's Rights,"A collection of short stories from Maine native and Alabama writer, Fred Bonnie. Back cover reads: ""Fred Bonnie traces his family back to Calixte Bonin, a migrant from Quebec who went to Maine a hundred years ago. Ever since then his family has earned a living in the hard country that lies between Maine on the west and New Brunswick on the east."" Contains the following titles, many with characters or settings reflective of those in Maine:  The Ark Rested in the Seventh Month The State Meet Roland Fogg Extreme Unction Screwdriver Widening the Road Blanche Leder Squatter's Rights","Bonnie, Fred",,Oberon Press,1979,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/5765399"">5765399</a>","20th century, United States",,,,,,,,,,,129,"Ottawa, Ontario",Oberon Press,,9.78089E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=IzlONgAACAAJ&amp;dq=bonnie;+squatter%27s+rights&amp;hl=en&amp;ei=2H1JTp-OBdO4twf-p9HWBQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC8Q6AEwAA"">Squatter's Rights @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/45eba0e566e4f29ab4c7aa1d14a265fe.jpg,Alcohol and Drugs;Bangor ME;Community: Customs and Social Life;Family;Fiction and Literature;Literary Works -- Fiction;Literary Works -- Short fiction;Portland ME;Religion;Sports and Leisure;Youth,Literary Works | Oeuvres littéraires
"The Beans of Egypt, Maine","The first in a collection of novels set in and about the fictional rural Maine town of Egypt. A series of vignettes inviting us into the world of the sprawling and raucous Bean family, often through the eyes of their neighbor, Earlene Pomerleau. Encompasses a time period from Earlene's youth, to her motherhood, to her eventual adulthood.  Love and malice among families in a rural setting characterized by poverty, violence, unemployment, hard work, extreme weather, and small quarters. Published in the 1980s to high acclaim and a wide readership.","Chute, Carolyn",,Ticknor & Fields,1985,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/10996872"">10996872</a>","20th century, Maine, United States",,,,,,,,,,,215,"New York, New York",Ticknor & Fields,,9.7809E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=A8uWUA7RCosC&amp;dq=the+beans+of+egypt,+maine&amp;source=gbs_navlinks_s"">The Beans of Egypt, Maine @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/538f4a2c4898ec1fd473450036590a44.jpg,Alcohol and Drugs;Community: Customs and Social Life;Family;Fiction and Literature;Forestry;Gender and Sexuality;Literary Works -- Fiction;Maine;Oxford County ME;Portland ME;Religion;Violence;Youth,Literary Works | Oeuvres littéraires
And Sin No More,"Short story about a troublesome boy in Catholic school on a day the class prepares to make confessions to their parish priest. The boy's scolding from his teacher, Mother Camille, his worrying over which sins he will tell, and the unpredictable conversation that eventually unfolds in the confessional.","Langlois, Ron",,,1977-11-00,"Pontbriand, Roger (illustrations)",en; fr,,,,Magazine Article,"<a href=""http://www.worldcat.org/oclc/34796734"">34796734</a>",20th century; Maine,,,,,,,,,,,,,,,,,Yankee,,,,,,https://francolibrary.com/archive/files/d5b3cf1f4d29cdba3516a8a27b6b4363.jpg,Education;Fiction and Literature;Gender and Sexuality;Literary Works;Literary Works -- Fiction;Literary Works -- Short fiction;Maine;Religion;Youth,Literary Works | Oeuvres littéraires
La littérature et la construction de l'identité nationale : la Franco-Américanie,"Une discussion sur les rôles et formes historiques de ce que l'auteur appelle «la littérature franco-américaine.» D'abord, comme la voix du Québec en exil, comme des expressions de sympathie américaine avec l'histoire et la culture du Québec, d'où de nombreux émigrés. Plus tard, comme écrit par des Québécois, inspirée par l'émigration populaire du Québec au tournant du 20e siiècle, et infusé avec un sentiment d'identité nationale qui a été attribuée à  travers les frontiières au début des années canadienne-française dans les communautés d'immigrants aux ètats-Unis. Enfin, l'auteur se demande si les  Franco-Américains ont défini leur propre littérature collective, et les obstacles historiques à  ce processus. La participation de la littérature franco-américaine dans la construction d'une identité nationale québécoise. Une différenciation entre «franco-américaine» et «québéco-américain» de la littérature, citant les écrits de Jack Kerouac comme exemple.  En vedette dans la collection suivante : http://francolib.francoamerican.org/items/show/1529","Senécal, André",,Les Presses de l'Université Laval,1995,,Français,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/32091322"">32091322</a>","19e siiècle - 20e siiècle, Québec & Nouvelle-Angleterre",,,,,,Français,,,,,,"Québec City, Québec",Les Presses de l'Université Laval,,,,,"<div class=""element-text""><a href=""http://www.erudit.org/livre/CEFAN/1995-2/index.htm"">http://www.erudit.org/livre/CEFAN/1995-2/index.htm</a> <br/><br/> <a href=""http://books.google.com/books?id=40d6AAAAMAAJ&amp;q=Identit%C3%A9+et+cultures+nationales%E2%80%AF:+l%E2%80%99Am%C3%A9rique+fran%C3%A7aise+en+mutation&amp;dq=Identit%C3%A9+et+cultures+nationales%E2%80%AF:+l%E2%80%99Am%C3%A9rique+fran%C3%A7aise+en+mutation&amp;hl=en&amp;ei=pDmoTqymC-Po0QHxteSzDg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CDIQ6AEwAA"">Identité et cultures nationalesâ€¯: l’Amérique française en mutation sur Google Books</a></div>",,,,,https://francolibrary.com/archive/files/db1bc0221187f14104724ff0111ef55f.jpg,Emigration and Immigration;Essay;Ethnicity and Collective Identity;Fiction and Literature;Government and Politics;Literary Works -- Criticism and History;New England;Québec,Literary Works | Oeuvres littéraires
